Timestep,Cr2+/Cr3+ Ratio
272,1.5194327841e-18
273,1.5191114216e-18
275,1.5185224536e-18
276,1.5181823080e-18
277,1.5178701002e-18
282,1.5163406828e-18
283,1.5160803804e-18
284,1.5157748089e-18
286,1.5152275664e-18
287,1.5149338021e-18
288,1.5146744895e-18
290,1.5140739116e-18
291,1.5138319919e-18
292,1.5135704444e-18
294,1.5130241054e-18
295,1.5127183853e-18
296,1.5124234151e-18
297,1.5121874256e-18
298,1.5119616109e-18
299,1.5116433469e-18
300,1.5114433184e-18
301,1.5112100275e-18
302,1.5109617752e-18
303,1.5106820540e-18
304,1.5104143231e-18
305,1.5101449134e-18
306,1.5098803251e-18
307,1.5096208965e-18
308,1.5094043253e-18
309,1.5091326533e-18
310,1.5088771629e-18
311,1.5086894929e-18
313,1.5082602382e-18
314,1.5079919207e-18
315,1.5077324018e-18
316,1.5074990410e-18
317,1.5072927542e-18
318,1.5070356890e-18
320,1.5065651886e-18
321,1.5063056381e-18
322,1.5061172409e-18
323,1.5058596725e-18
326,1.5052170405e-18
327,1.5049881068e-18
328,1.5047967688e-18
330,1.5043392197e-18
331,1.5041351788e-18
332,1.5039342200e-18
333,1.5036947466e-18
335,1.5032744462e-18
336,1.5030880622e-18
337,1.5028579036e-18
340,1.5022470641e-18
341,1.5020265251e-18
342,1.5017704502e-18
343,1.5015919812e-18
344,1.5014339313e-18
345,1.5011966382e-18
347,1.5007891276e-18
350,1.5002693198e-18
352,1.4998523886e-18
353,1.4996191255e-18
355,1.4993019617e-18
356,1.4990876523e-18
357,1.4989247185e-18
359,1.4984839953e-18
361,1.4981533775e-18
362,1.4980178728e-18
365,1.4974571273e-18
366,1.4972456165e-18
